NO,SMILES,Target protein,E3 ligase,probability_NonConventional ,probability_Salt,probability_SolidDispersion,probability_Nanocrystal,probability_LipidBasedFormulation,probability_Cyclodextrin
496,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)CCCCCC#CC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C[C@H](NC(=O)C3=CC4=CC(CP(=O)(O)O)=CC=C4[NH]3)C(=O)N12)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,STAT3,CRBN,0.529919392,0.774779302,1,0.00862069,0.431034483,0.283870968
497,C/C(=C\C(=O)N[C@H]1CN(C(=O)CCCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(C3=CC=CC=C3)C3=CC=CC=C3)N2C1=O)C1=CC=C(C(F)(F)P(=O)(O)O)C=C1,STAT3,CRBN,0.568621386,0.796918671,0.982758621,0.004310345,0.5,0.225806452
498,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,BCL2,CRBN,0.585960958,0.817549259,0.987068966,0.370689655,0.504310345,0.425806452
499,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,BCL2,CRBN,0.595323154,0.826052349,0.987068966,0.38362069,0.525862069,0.380645161
500,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,BCL2,CRBN,0.573195643,0.833022646,0.987068966,0.38362069,0.538793103,0.387096774
501,O=C(CCCCCNC(=O)CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,BCL2,CRBN,0.536840286,0.831302343,0.978448276,0.396551724,0.543103448,0.35483871
502,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,MCL1,CRBN,0.6217139,0.803916718,0.99137931,0.375,0.517241379,0.374193548
503,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,BCL2,CRBN,0.569461869,0.833809445,0.978448276,0.38362069,0.577586207,0.367741935
504,N#CC1=C(NCCC(=O)NCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,BCL2,CRBN,0.707303659,0.804703993,0.982758621,0.349137931,0.405172414,0.129032258
505,N#CC1=C(NCCC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,BCL2,CRBN,0.69001565,0.829208462,0.982758621,0.198275862,0.413793103,0.393548387
506,N#CC1=C(NCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,BCL2,CRBN,0.685841733,0.834102745,0.982758621,0.176724138,0.452586207,0.4
507,N#CC1=C(NCCC(=O)NCCCCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,BCL2,CRBN,0.668490865,0.840137668,0.982758621,0.198275862,0.504310345,0.367741935
508,N#CC1=C(NCCC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,BCL2,CRBN,0.698447321,0.811942508,0.99137931,0.297413793,0.409482759,0.393548387
509,COC1=CC(N2CCN(C(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.668316853,0.900972497,0.99137931,0.012931034,0.400862069,0.380645161
510,COC1=CC(N2CCN(C(=O)CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.649063979,0.89450238,0.99137931,0.017241379,0.400862069,0.380645161
511,COC1=CC(N2CCN(C(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.658379476,0.889805886,0.99137931,0.021551724,0.396551724,0.374193548
512,COC1=CC(N2CCN(C(=O)CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.640897693,0.883385322,0.99137931,0.021551724,0.426724138,0.361290323
513,COC1=CC(N2CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.645208038,0.884061857,0.99137931,0.021551724,0.452586207,0.361290323
514,COC1=CC(N2CCN(C(=O)CCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.671310511,0.88120306,0.987068966,0.021551724,0.448275862,0.361290323
515,COC1=CC(N2CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.671310511,0.883819491,0.974137931,0.021551724,0.443965517,0.361290323
516,COC1=CC(N2CCC(NC(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.642846671,0.917083427,0.99137931,0.017241379,0.405172414,0.387096774
517,COC1=CC(N2CCC(NC(=O)CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.644655563,0.918126261,0.99137931,0.021551724,0.400862069,0.380645161
518,COC1=CC(N2CCC(NC(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.662845541,0.914135015,0.99137931,0.025862069,0.409482759,0.367741935
519,COC1=CC(N2CCC(NC(=O)CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.637053559,0.907923766,0.99137931,0.030172414,0.435344828,0.367741935
520,COC1=CC(N2CCC(NC(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.649856779,0.906535188,0.987068966,0.025862069,0.461206897,0.367741935
521,COC1=CC(N2CCC(NC(=O)CCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.671408503,0.91197459,0.974137931,0.025862069,0.461206897,0.367741935
522,COC1=CC(N2CCC(NC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.671323749,0.910928018,0.969827586,0.025862069,0.456896552,0.367741935
523,COC1=CC(N2CCC(NC(=O)CCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.667013404,0.911227038,0.969827586,0.025862069,0.456896552,0.367741935
524,COC1=CC(N2CCC(N3CCN(C(=O)CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.583713511,0.919440084,0.99137931,0.017241379,0.396551724,0.361290323
525,COC1=CC(N2CCC(N3CCN(C(=O)CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.593769527,0.91881214,0.99137931,0.021551724,0.396551724,0.35483871
526,COC1=CC(N2CCC(N3CCN(C(=O)CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.580908579,0.912522398,0.99137931,0.025862069,0.400862069,0.35483871
527,COC1=CC(N2CCC(N3CCN(C(=O)CCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.589459182,0.91186829,0.99137931,0.021551724,0.422413793,0.35483871
528,COC1=CC(N2CCC(N3CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.602390217,0.916248038,0.987068966,0.021551724,0.452586207,0.35483871
529,COC1=CC(N2CCC(N3CCN(C(=O)CCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.615059296,0.916248038,0.969827586,0.021551724,0.448275862,0.35483871
530,COC1=CC(N2CCC(N3CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.615059296,0.915799507,0.969827586,0.021551724,0.448275862,0.35483871
531,COC1=CC(N2CCN(C(=O)CCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.631833184,0.879793925,0.99137931,0.017241379,0.396551724,0.367741935
532,COC1=CC(N2CCN(C(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.605840222,0.864610186,0.99137931,0.021551724,0.413793103,0.367741935
533,COC1=CC(N2CCN(C(=O)CCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.610461057,0.868903965,0.99137931,0.038793103,0.418103448,0.367741935
534,COC1=CC(N2CCN(C(=O)CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.606454972,0.867159677,0.99137931,0.038793103,0.418103448,0.367741935
535,COC1=CC(N2CCC(NC(=O)CCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.639983004,0.911309269,0.99137931,0.021551724,0.409482759,0.387096774
536,COC1=CC(N2CCC(NC(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.636214495,0.902298439,0.99137931,0.021551724,0.418103448,0.374193548
537,COC1=CC(N2CCC(NC(=O)CCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.632083747,0.895541533,0.99137931,0.043103448,0.426724138,0.367741935
538,COC1=CC(N2CCC(NC(=O)CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.623767317,0.894494961,0.99137931,0.043103448,0.426724138,0.367741935
539,COC1=CC(N2CCC(N3CCN(C(=O)CCOCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.580071912,0.908855034,0.99137931,0.021551724,0.392241379,0.361290323
540,COC1=CC(N2CCC(N3CCN(C(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.575761567,0.915327926,0.99137931,0.021551724,0.400862069,0.361290323
541,COC1=CC(N2CCC(N3CCN(C(=O)CCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.580071912,0.910427724,0.99137931,0.038793103,0.409482759,0.361290323
542,COC1=CC(N2CCC(N3CCN(C(=O)CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,ALK,VHL,0.576065827,0.910506217,0.99137931,0.038793103,0.409482759,0.361290323
543,COC1=CC(N2CCN(CCOCCOCCNC(=O)CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2S(=O)(=O)C(C)C)=N1,AURKA,CRBN,0.572284675,0.919551594,0.987068966,0.103448276,0.228448276,0.264516129
544,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCOCCOCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,AURKA,CRBN,0.558780419,0.916018166,1,0.00862069,0.362068966,0.329032258
545,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.650095832,0.883443079,0.995689655,0.00862069,0.560344828,0.077419355
546,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.616179557,0.88317767,0.99137931,0.00862069,0.564655172,0.083870968
547,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.610753023,0.888737614,0.978448276,0.00862069,0.581896552,0.380645161
548,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC(=O)CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.683757556,0.884229877,0.995689655,0.00862069,0.530172414,0.393548387
549,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC(=O)CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.670593182,0.882136732,0.99137931,0.00862069,0.530172414,0.380645161
550,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC(=O)CCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.670593182,0.877965393,0.99137931,0.00862069,0.521551724,0.380645161
551,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.630208577,0.888313379,0.995689655,0.012931034,0.551724138,0.090322581
552,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.612967198,0.897976674,0.995689655,0.012931034,0.560344828,0.083870968
553,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.591326106,0.898608356,0.99137931,0.012931034,0.551724138,0.083870968
554,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.606100067,0.93030087,1,0.025862069,0.629310345,0.077419355
555,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.640070504,0.918853983,1,0.021551724,0.637931034,0.083870968
556,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.630208577,0.888313379,0.995689655,0.012931034,0.551724138,0.090322581
557,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.612967198,0.897976674,0.995689655,0.012931034,0.560344828,0.083870968
558,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1,MDM2,CRBN,0.591326106,0.898608356,0.99137931,0.012931034,0.551724138,0.083870968
559,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,EGFR,CRBN,0.544214938,0.928937729,0.995689655,0.034482759,0.306034483,0.335483871
560,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,EGFR,CRBN,0.548525283,0.929530164,0.995689655,0.034482759,0.301724138,0.335483871
561,O=C1CCC(N2CC3=C(NC(=O)CCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,EGFR,CRBN,0.544704392,0.927825746,0.995689655,0.034482759,0.297413793,0.329032258
562,O=C1CCC(N2CC3=C(NC(=O)CCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,EGFR,CRBN,0.536083702,0.924155267,0.995689655,0.030172414,0.293103448,0.329032258
563,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4C=C(CN5CCN(C6=CC=C(NC7=CC8=C(N9CCC(CO)CC9)N=C(NC9=CC=C(F)C=C9)N=C8C=N7)N=C6)CC5)N=N4)C=CC=C3C2=O)C(=O)N1,EGFR,CRBN,0.568229717,0.927874337,0.995689655,0.043103448,0.353448276,0.335483871
564,O=C(CN1CCN(C2=CC=C(NC3=CC4=C(N5CCC(CO)CC5)N=C(NC5=CC=C(F)C=C5)N=C4C=N3)N=C2)CC1)NCCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,EGFR,CRBN,0.576564528,0.929634821,0.982758621,0.034482759,0.275862069,0.24516129
565,CN(C)C1CCN(C2=CC=C(NC3=CC4=C(N5CCN(CCCCCCCC(=O)NC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)N=C(NC5=CC=C(F)C=C5)N=C4C=N3)N=C2)CC1,EGFR,CRBN,0.472575215,0.938356881,0.995689655,0.030172414,0.306034483,0.335483871
566,CN(C)C1CCN(C2=CC=C(NC3=CC4=C(N5CCN(CC(=O)NCCC(=O)NC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)N=C(NC5=CC=C(F)C=C5)N=C4C=N3)N=C2)CC1,EGFR,CRBN,0.474477783,0.936700431,0.987068966,0.030172414,0.284482759,0.251612903
567,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN3CCN(C4=CC=C(NC5=CC6=C(N7CCC(CO)CC7)N=C(NC7=CC=C(F)C=C7)N=C6C=N5)N=C4)CC3)C(C)(C)C)C=C2)SC=N1,EGFR,VHL,0.597618673,0.869798573,0.995689655,0.056034483,0.38362069,0.477419355
568,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCN3CCN(C4=CC=C(NC5=CC6=C(N7CCC(CO)CC7)N=C(NC7=CC=C(F)C=C7)N=C6C=N5)N=C4)CC3)C(C)(C)C)C=C2)SC=N1,EGFR,VHL,0.593308328,0.872358938,0.995689655,0.056034483,0.379310345,0.490322581
569,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NCCOCCOCCOCCN3CCN(C4=CC=C(NC5=CC6=C(N7CCC(CO)CC7)N=C(NC7=CC=C(F)C=C7)N=C6C=N5)N=C4)CC3)C(C)(C)C)C=C2)SC=N1,EGFR,VHL,0.540476968,0.860561661,0.99137931,0.056034483,0.362068966,0.490322581
