NO,SMILES,Target protein,E3 ligase,probability_NonConventional ,probability_Salt,probability_SolidDispersion,probability_Nanocrystal,probability_LipidBasedFormulation,probability_Cyclodextrin
2295,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,WDR5,VHL,0.585211943,0.928507264,1,0.004310345,0.353448276,0.393548387
2296,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,WDR5,VHL,0.576591253,0.927133637,1,0.017241379,0.375,0.380645161
2297,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,WDR5,VHL,0.559367046,0.929884628,1,0.017241379,0.387931034,0.380645161
2298,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,WDR5,VHL,0.546483905,0.929884628,1,0.017241379,0.396551724,0.380645161
2299,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOC3=CC=C(C4=CN5CCCC5=N4)C=C3CNC(=O)CC3=CC=C(Cl)C(Cl)=C3)C(C)(C)C)C=C2)SC=N1,WDR5,VHL,0.542477819,0.92084735,1,0.017241379,0.400862069,0.380645161
2300,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.704036423,0.802013576,1,0.314655172,0.418103448,0.04516129
2301,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.702727355,0.799422743,1,0.323275862,0.426724138,0.341935484
2302,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.708831434,0.810266604,1,0.344827586,0.435344828,0.348387097
2303,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.7041835,0.812065712,1,0.280172414,0.465517241,0.335483871
2304,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.691252465,0.82182619,1,0.198275862,0.474137931,0.335483871
2305,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.688486661,0.821994389,1,0.198275862,0.482758621,0.322580645
2306,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.638355012,0.861158569,1,0.219827586,0.521551724,0.387096774
2307,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.632863602,0.863054293,1,0.228448276,0.525862069,0.374193548
2308,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.62408327,0.862063787,1,0.254310345,0.538793103,0.35483871
2309,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.625520052,0.862205821,1,0.211206897,0.564655172,0.361290323
2310,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.701391316,0.799514941,1,0.314655172,0.456896552,0.341935484
2311,CC1(C)[C@H](NC(=O)C2=CC=C(NCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.716215169,0.81601086,1,0.306034483,0.461206897,0.335483871
2312,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.65242241,0.860525019,1,0.362068966,0.534482759,0.387096774
2313,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.646767505,0.862937743,1,0.357758621,0.547413793,0.374193548
2314,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.631467006,0.861749815,1,0.215517241,0.560344828,0.35483871
2315,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.655888615,0.86370959,1,0.068965517,0.530172414,0.412903226
2316,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.655959972,0.861020895,1,0.021551724,0.534482759,0.387096774
2317,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.646964605,0.86491009,1,0.021551724,0.525862069,0.374193548
2318,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.63833958,0.859216237,1,0.021551724,0.543103448,0.374193548
2319,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.658428615,0.853922891,1,0.443965517,0.521551724,0.348387097
2320,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.653441362,0.85487602,1,0.443965517,0.525862069,0.387096774
2321,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.629096666,0.856840269,1,0.443965517,0.512931034,0.367741935
2322,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.636228071,0.857812086,1,0.474137931,0.517241379,0.35483871
2323,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC(N4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.642722246,0.86491009,1,0.021551724,0.530172414,0.374193548
2324,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC(CN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.634029235,0.86026281,1,0.021551724,0.543103448,0.380645161
2325,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CC5(C4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.634029235,0.862816945,1,0.017241379,0.530172414,0.348387097
2326,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CC5(C4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.692542972,0.860382418,1,0.021551724,0.551724138,0.316129032
2327,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.64696027,0.860714456,1,0.017241379,0.564655172,0.348387097
2328,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.692542972,0.857947268,1,0.021551724,0.573275862,0.322580645
2329,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCC5(CC4)CCN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)CC5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.662364546,0.858207042,1,0.021551724,0.568965517,0.309677419
2330,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCC5(CC4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.634029235,0.856702594,1,0.021551724,0.564655172,0.348387097
2331,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CC3)CC(NC3=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C3)C4)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.703070444,0.856941811,1,0.012931034,0.465517241,0.329032258
2332,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CCC(NC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.670027733,0.854467415,1,0.012931034,0.478448276,0.322580645
2333,CC1(C)[C@@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C[C@@H]1OC1=CC=C(C#N)C(Cl)=C1,AR,CRBN,0.620073843,0.884102236,1,0.012931034,0.5,0.380645161
2334,N#CC1=CC=C(O[C@H]2C[C@H](NC(=O)C3=CC=C(N4CCN(CC5CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)CC4)C=C3)C2)C=C1Cl,AR,CRBN,0.643238434,0.89875207,1,0.021551724,0.413793103,0.432258065
2335,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(F)=C1,AR,CRBN,0.697065663,0.831993517,1,0.349137931,0.517241379,0.374193548
2336,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(C(F)(F)F)=C1,AR,CRBN,0.710155426,0.85670384,1,0.413793103,0.465517241,0.367741935
2337,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CN=C(C#N)C(C(F)(F)F)=C1,AR,CRBN,0.706363152,0.846073654,1,0.219827586,0.362068966,0.374193548
2338,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.589640665,0.877637861,1,0.017241379,0.431034483,0.374193548
2339,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.617611472,0.886217263,1,0.017241379,0.431034483,0.393548387
2340,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.665411559,0.890457128,1,0.021551724,0.439655172,0.393548387
2341,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.666510925,0.892142857,1,0.021551724,0.409482759,0.4
2342,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.669844258,0.887985223,1,0.021551724,0.431034483,0.393548387
2343,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.682103924,0.89830829,1,0.021551724,0.422413793,0.4
2344,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,TTK,VHL,0.583447255,0.919893882,1,0.030172414,0.353448276,0.367741935
2345,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,TTK,VHL,0.574723901,0.927324263,1,0.017241379,0.362068966,0.367741935
2346,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,TTK,VHL,0.570435569,0.928461788,1,0.021551724,0.379310345,0.35483871
2347,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,TTK,VHL,0.597255492,0.928738382,1,0.021551724,0.422413793,0.35483871
2348,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.530059164,0.863974914,1,0,0.400862069,0.361290323
2349,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.545090017,0.862345308,1,0,0.413793103,0.361290323
2350,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.575262431,0.867054884,1,0,0.396551724,0.348387097
2351,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.566973306,0.866217626,1,0,0.396551724,0.341935484
2352,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.521746445,0.86303113,1,0,0.396551724,0.361290323
2353,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.541737527,0.863249166,1,0,0.413793103,0.348387097
2354,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.562331396,0.863705852,1,0,0.413793103,0.348387097
2355,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.558352617,0.864438453,1,0,0.400862069,0.329032258
2356,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.521746445,0.866264291,1,0,0.405172414,0.361290323
2357,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.549400362,0.862345308,1,0,0.413793103,0.361290323
2358,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.570952086,0.867054884,1,0,0.396551724,0.348387097
2359,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.562662961,0.865301875,1,0,0.396551724,0.341935484
2360,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.537995672,0.865635158,0.995689655,0,0.400862069,0.361290323
2361,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.553984379,0.861915465,0.995689655,0,0.418103448,0.361290323
2362,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.571225759,0.861775922,0.995689655,0,0.396551724,0.341935484
2363,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,TTK,CRBN,0.562936634,0.866354677,0.995689655,0,0.405172414,0.335483871
2364,CC[C@@H](NC(=O)[C@@H]1C[C@H](NC(=O)COCCOCCOCCOCCOC2=CC3=NC=CC(NC4=CC=C5SC=NC5=C4)=C3C=C2S(=O)(=O)C(C)(C)C)CN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C1=CC=CC=C1,RIPK2,IAP,0.56513204,0.913381177,1,0.047413793,0.435344828,0.367741935
2365,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)COCCOCCOCCOCCOC2=CC3=NC=CC(NC4=CC=C5SC=NC5=C4)=C3C=C2S(=O)(=O)C(C)(C)C)CC1,RIPK2,IAP,0.580056572,0.919109915,0.99137931,0.047413793,0.185344828,0.4
2366,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC2=CC(OCCOCCOCCOCCOC3=CC4=NC=NC(NC5=N[NH]C(C)=C5C)=C4C=C3S(=O)(=O)C(C)(C)C)=CC=C2C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C(C)(C)C,RIPK2,IAP,0.553341921,0.902527348,1,0.030172414,0.288793103,0.316129032
2367,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)COCCOCCOCCOCCOC2=CC3=NC=NC(NC4=N[NH]C(C)=C4C)=C3C=C2S(=O)(=O)C(C)(C)C)CC1,RIPK2,IAP,0.588000612,0.889556989,1,0.043103448,0.275862069,0.503225806
2368,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CN=C(N3CCC(COC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)N=C2)CC1,RIPK2,IAP,0.611641767,0.88948348,1,0.021551724,0.271551724,0.541935484
2369,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CN=C(N3CCC(CCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)N=C2)CC1,RIPK2,IAP,0.598980129,0.889758205,1,0.025862069,0.284482759,0.541935484
2370,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CN=C(N3CCC(CCCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)N=C2)CC1,RIPK2,IAP,0.59035944,0.882271474,1,0.021551724,0.297413793,0.535483871
2371,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CN=C(N3CCN(CCCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)N=C2)CC1,RIPK2,IAP,0.59026773,0.881757533,1,0.017241379,0.275862069,0.541935484
2372,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CC=C(N3CCN(CCCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)C=C2)CC1,RIPK2,IAP,0.563132159,0.871175314,1,0.012931034,0.318965517,0.503225806
